player,co2,km,tournaments,rank,name,ioc,flag,matches
111513,19.735867061288474,69248.65635539817,22.0,38,Laslo Djere,SRB,🇷🇸,43
105227,22.373293893785977,78502.7855922315,20.0,39,Marin Cilic,CRO,🇭🇷,42
105936,21.86540099832568,76720.7052572831,17.0,40,Filip Krajinovic,SRB,🇷🇸,49
105077,25.917897414652973,90939.99092860692,24.0,41,Albert Ramos,ESP,🇪🇸,54
105554,19.89886574603708,69820.58156504239,18.0,42,Daniel Evans,GBR,🇬🇧,40
105173,25.834108921806372,90645.99621686449,25.0,43,Adrian Mannarino,FRA,🇫🇷,53
105023,18.82210789272801,66042.48383413337,16.0,44,Sam Querrey,USA,🇺🇸,41
104655,24.143046993021617,84712.44558954955,23.0,45,Pablo Cuevas,URU,,47
105430,25.676337762144566,90092.41320050728,25.0,46,Radu Albot,MDA,🇲🇩,57
126207,20.67709848656533,72551.22275987835,25.0,47,Frances Tiafoe,USA,🇺🇸,50
105357,24.591730858187205,86286.77494100775,25.0,48,John Millman,AUS,🇦🇺,49
104269,21.022133319605395,73761.87129686103,26.0,49,Fernando Verdasco,ESP,🇪🇸,53
106228,18.43215569678505,64674.23051503523,22.0,50,Juan Ignacio Londero,ARG,🇦🇷,43
104871,22.688359170238073,79608.27779030902,26.0,51,Jeremy Chardy,FRA,🇫🇷,55
132283,20.78582183543322,72932.70819450257,24.0,52,Lorenzo Sonego,ITA,🇮🇹,43
111815,27.622931127694788,96922.56536033258,25.0,53,Cameron Norrie,GBR,🇬🇧,46
134770,15.56961444924472,54630.22613770077,18.0,54,Casper Ruud,NOR,🇳🇴,42
104468,24.81441269705062,87068.11472649343,27.0,55,Gilles Simon,FRA,🇫🇷,55
122330,11.627697253610185,40798.93773196556,14.0,56,Alexander Bublik,KAZ,🇰🇿,30
200005,18.315885650211527,64266.26543933869,21.0,57,Ugo Humbert,FRA,🇫🇷,40
105379,18.985522120922163,66615.86709095494,17.0,58,Aljaz Bedene,SLO,,38
200175,19.63927051651829,68909.72111059052,20.0,59,Miomir Kecmanovic,SRB,🇷🇸,46
105311,24.18377924614909,84855.36577596172,28.0,60,Joao Sousa,POR,🇵🇹,57
104755,11.857681504189587,41605.90001470031,18.0,61,Richard Gasquet,FRA,🇫🇷,35
103852,14.528850781092808,50978.423793308095,16.0,62,Feliciano Lopez,ESP,🇪🇸,29
111442,20.86777758450364,73220.2722263286,20.0,63,Jordan Thompson,AUS,🇦🇺,48
104665,20.6131286259386,72326.76710855651,17.0,64,Pablo Andujar,ESP,🇪🇸,33
105732,19.89408255722842,69803.79844641553,23.0,65,Pierre Hugues Herbert,FRA,🇫🇷,46
105575,14.430715831183695,50634.09063573227,11.0,66,Ricardas Berankis,LTU,🇱🇹,21
105062,24.9461969683194,87530.51567831374,25.0,67,Mikhail Kukushkin,KAZ,🇰🇿,48
105815,18.32166106819613,64286.53006384608,16.0,68,Tennys Sandgren,USA,🇺🇸,30
106378,19.326445585191813,67812.08977260285,21.0,69,Kyle Edmund,GBR,🇬🇧,39
105916,25.041775038897008,87865.8773294632,24.0,70,Marton Fucsovics,HUN,🇭🇺,49
106065,25.16508448327363,88298.54204657415,25.0,71,Marco Cecchinato,ITA,🇮🇹,39
104312,23.336202186779012,81881.41118168077,23.0,72,Andreas Seppi,ITA,🇮🇹,43
106415,19.45105747707931,68249.32448098005,18.0,73,Yoshihito Nishioka,JPN,🇯🇵,40
144707,3.0122309840617367,10569.231523023638,5.0,74,Mikael Ymer,SWE,🇸🇪,13
106198,12.226338665932849,42899.433915553855,16.0,75,Hugo Dellien,BOL,🇧🇴,28
105643,21.376756581609506,75006.16344424388,20.0,76,Federico Delbonis,ARG,🇦🇷,34
111797,20.132895502357027,70641.73860476149,19.0,77,Nicolas Jarry,CHI,🇨🇱,40
206173,5.775968820504883,20266.557264929415,10.0,78,Jannik Sinner,ITA,🇮🇹,21
104259,21.04617664694259,73846.23384892139,20.0,79,Philipp Kohlschreiber,GER,🇩🇪,43
106148,21.58040224439778,75720.7096294659,19.0,80,Roberto Carballes Baena,ESP,🇪🇸,39
106034,2.732558001035254,9587.922810650014,2.0,81,Yasutaka Uchiyama,JPN,🇯🇵,8
106296,5.591214539421137,19618.296629547847,7.0,82,Gregoire Barrere,FRA,🇫🇷,13
144895,6.593098786736601,23133.679953461757,10.0,83,Corentin Moutet,FRA,🇫🇷,15
105882,6.335151182193718,22228.6006392762,7.0,84,Stefano Travaglia,ITA,🇮🇹,12
105449,19.43206839859679,68182.69613542735,20.0,85,Steve Johnson,USA,🇺🇸,35
144719,20.044625319982504,70332.01866660528,21.0,86,Jaume Munar,ESP,🇪🇸,39
200221,1.3521347524552056,4744.332464755107,8.0,87,Alejandro Davidovich Fokina,ESP,🇪🇸,13
126952,11.104013098657866,38961.44946897497,7.0,88,Soon Woo Kwon,KOR,🇰🇷,14
106329,7.125308918314539,25001.083923910657,10.0,89,Thiago Monteiro,BRA,🇧🇷,17
126205,2.820750033313693,9897.368537942782,4.0,90,Tommy Paul,USA,🇺🇸,6
104731,6.704791659796118,23525.58477121445,4.0,91,Kevin Anderson,RSA,🇿🇦,15
104919,18.722508829976853,65693.01343851525,17.0,92,Leonardo Mayer,ARG,🇦🇷,34
106000,26.133179966552493,91695.36830369296,20.0,93,Damir Dzumhur,BIH,🇧🇦,35
136440,7.192208634480279,25235.819770106245,4.0,94,Dominik Koepfer,GER,🇩🇪,8
103333,16.095326583116318,56474.830116197605,13.0,95,Ivo Karlovic,CRO,🇭🇷,26
106099,1.537917860234463,5396.203018366537,6.0,96,Salvatore Caruso,ITA,🇮🇹,12
200615,20.27217087430761,71130.42412037759,17.0,97,Alexei Popyrin,AUS,🇦🇺,31
106078,9.947434534460305,34903.279068281765,7.0,98,Egor Gerasimov,BLR,🇧🇾,17
144750,14.580492628194802,51159.62325682386,12.0,99,Lloyd Harris,RSA,🇿🇦,23
105902,,,,100,James Duckworth,AUS,🇦🇺,3
