player,co2,km,tournaments,rank,name,ioc,flag,matches
103484,21.050922021924933,73862.8842874559,24.0,37,James Blake,USA,🇺🇸,58
103428,21.44106240854671,75231.79792472531,26.0,38,Juan Ignacio Chela,ARG,🇦🇷,63
102227,19.416280787037717,68127.30100714989,25.0,39,Sargis Sargsian,ARM,🇦🇲,54
102344,17.312586544927164,60745.91770149883,18.0,40,Karol Kucera,SVK,🇸🇰,43
102338,22.942975653092414,80501.66895821902,23.0,41,Yevgeny Kafelnikov,RUS,🇷🇺,55
103344,25.618518576287663,89889.53886416723,22.0,42,Ivan Ljubicic,CRO,🇭🇷,54
104022,20.468856555057613,71820.54931599162,25.0,43,Mikhail Youzhny,RUS,🇷🇺,56
103786,23.335845045895827,81880.15805577484,31.0,44,Nikolay Davydenko,RUS,🇷🇺,63
103581,20.68655890108887,72584.41719680303,19.0,45,Flavio Saretta,BRA,🇧🇷,46
103285,19.430012146972643,68175.4812174479,22.0,46,Radek Stepanek,CZE,🇨🇿,52
103835,10.279570293130869,36068.66769519604,16.0,47,Filippo Volandri,ITA,🇮🇹,37
103694,19.31212537869572,67761.84343402008,27.0,48,Olivier Rochus,BEL,🇧🇪,54
104745,5.744038306222574,20154.520372710784,11.0,49,Rafael Nadal,ESP,🇪🇸,25
103176,18.525851305842107,65002.98703804249,28.0,50,David Sanchez,ESP,🇪🇸,50
102998,23.6305639614703,82914.25951393088,25.0,51,Jan Michael Gambill,USA,🇺🇸,47
102271,14.90970265277123,52314.7461500745,19.0,52,Hicham Arazi,MAR,🇲🇦,45
102905,22.58654186393922,79251.02408399728,24.0,53,Stefan Koubek,AUT,🇦🇹,47
103252,18.390671194334956,64528.67085731563,25.0,54,Alberto Martin,ESP,🇪🇸,45
103598,18.693241395629265,65590.32068641849,20.0,55,Xavier Malisse,BEL,🇧🇪,39
102703,26.44294679800937,92782.26946669954,23.0,56,Hyung Taik Lee,KOR,🇰🇷,41
102839,16.503095525032197,57905.59833344632,22.0,57,Nicolas Lapentti,ECU,🇪🇨,48
103017,16.306265125869075,57214.965353926586,17.0,58,Nicolas Kiefer,GER,🇩🇪,36
103171,20.1771655231621,70797.07201109506,23.0,59,Raemon Sluiter,NED,🇳🇱,45
104417,8.277021843383752,29042.181906609658,6.0,60,Robin Soderling,SWE,🇸🇪,16
103103,22.028025390320604,77291.31715901966,26.0,61,Dominik Hrbaty,SVK,🇸🇰,52
102148,25.62361993701808,89907.43837550205,20.0,62,Fabrice Santoro,FRA,🇫🇷,40
102950,19.24532607962799,67527.4599285193,28.0,63,Fernando Vicente,ESP,🇪🇸,49
103632,21.170053063607487,74280.8879424824,20.0,64,Luis Horna,PER,🇵🇪,39
102106,24.286239351660665,85214.8749181076,21.0,65,Davide Sanguinetti,ITA,🇮🇹,41
103971,19.365230247172303,67948.17630586773,22.0,66,Karol Beck,SVK,🇸🇰,34
102571,20.26126360017104,71092.1529830563,12.0,67,Gregory Carraz,FRA,🇫🇷,26
101774,7.949705172520981,27893.702359722734,12.0,68,Todd Martin,USA,🇺🇸,29
102318,12.560383225967009,44071.5200911123,10.0,69,Andrei Pavel,ROU,🇷🇴,20
103812,7.485596938365295,26265.252415316827,12.0,70,Victor Hanescu,ROU,🇷🇴,28
103970,19.11401322824739,67066.7130815698,26.0,71,David Ferrer,ESP,🇪🇸,47
103789,22.84320398774614,80151.59293946014,16.0,72,Irakli Labadze,GEO,🇬🇪,23
103333,8.729833805877142,30630.995810095235,7.0,73,Ivo Karlovic,CRO,🇭🇷,16
104339,24.28452635832078,85208.86441516063,18.0,74,Mario Ancic,CRO,🇭🇷,36
103408,26.88612322186983,94337.2744627012,22.0,75,Brian Vahaly,USA,🇺🇸,35
102694,21.77635533676949,76408.26433954207,22.0,76,Lars Burgsmuller,GER,🇩🇪,42
103498,20.939475252573956,73471.84299148753,13.0,77,Marat Safin,RUS,🇷🇺,25
102179,16.47837727037126,57818.86761533775,21.0,78,Antony Dupuis,FRA,🇫🇷,39
103781,18.74538256614654,65773.27216191769,17.0,79,Jurgen Melzer,AUT,🇦🇹,34
103105,10.52518160106211,36930.461758112666,11.0,80,Ruben Ramirez Hidalgo,ESP,🇪🇸,16
103656,13.946563456586537,48935.31037398786,15.0,81,Albert Montanes,ESP,🇪🇸,26
103325,12.973331767373324,45520.46234166079,9.0,82,Wesley Moodie,RSA,🇿🇦,22
103908,11.671768077460834,40953.57220161697,23.0,83,Paul Henri Mathieu,FRA,🇫🇷,39
103294,15.641415556904162,54882.15984878654,17.0,84,Christophe Rochus,BEL,🇧🇪,33
102287,15.188933233297432,53294.50257297346,19.0,85,Albert Portas,ESP,🇪🇸,30
102642,19.896423261945465,69812.01144542269,15.0,86,Cyril Saulnier,FRA,🇫🇷,29
102494,5.853043167896597,20536.993571567014,13.0,87,Tomas Behrend,GER,🇩🇪,27
104214,1.304849003972326,4578.417557797635,4.0,88,Igor Andreev,RUS,🇷🇺,8
103169,1.1621249114452432,4077.631268228923,4.0,89,Oscar Hernandez,ESP,🇪🇸,8
102880,12.09637316788944,42443.41462417347,8.0,90,Alexander Popp,GER,🇩🇪,17
102615,6.927973553894221,24308.67913647095,6.0,91,Dennis Van Scheppingen,NED,🇳🇱,12
102770,11.951010863725037,41933.3714516668,13.0,92,John Van Lottum,NED,🇳🇱,24
104755,9.542464633490118,33482.33204733376,7.0,93,Richard Gasquet,FRA,🇫🇷,10
103917,3.701830445092051,12988.878754708952,6.0,94,Nicolas Mahut,FRA,🇫🇷,9
104026,6.69332365773084,23485.34616747663,4.0,95,Joachim Johansson,SWE,🇸🇪,7
102358,22.30629867678362,78267.71465538112,23.0,96,Thomas Enqvist,SWE,🇸🇪,40
103444,17.10949188739066,60033.30486803741,18.0,97,Jean Rene Lisnard,MON,,35
104098,1.2642512128858083,4435.9691680203805,3.0,98,Dmitry Tursunov,RUS,🇷🇺,5
102869,1.8985580739391452,6661.607276979457,9.0,99,Galo Blanco,ESP,🇪🇸,19
102374,,,,100,Alex Corretja,ESP,🇪🇸,37
