player,co2,km,tournaments,rank,name,ioc,flag,matches
104468,20.08067670082286,70458.51473972933,18.0,41,Gilles Simon,FRA,🇫🇷,42
104719,19.540893428782496,68564.53834660523,22.0,42,Marcel Granollers,ESP,🇪🇸,43
105217,27.44788540327811,96308.36983606358,23.0,43,Thiemo De Bakker,NED,🇳🇱,52
103898,18.671029095019303,65512.38278954141,19.0,44,Julien Benneteau,FRA,🇫🇷,45
104871,23.464145928552135,82330.33659141102,29.0,45,Jeremy Chardy,FRA,🇫🇷,55
104660,30.112333429401563,105657.31027860196,26.0,46,Sergiy Stakhovsky,UKR,🇺🇦,52
103808,23.677470874589805,83078.8451739993,25.0,47,Potito Starace,ITA,🇮🇹,51
105238,19.627873722610975,68869.7323600385,23.0,48,Alexandr Dolgopolov,UKR,🇺🇦,44
104386,28.5659655493186,100231.45806778457,22.0,49,Janko Tipsarevic,SRB,🇷🇸,48
103990,25.098352115036153,88064.39338609179,23.0,50,Tommy Robredo,ESP,🇪🇸,43
103812,19.808442087887304,69503.30557153441,24.0,51,Victor Hanescu,ROU,🇷🇴,50
104312,29.689982733453405,104175.37801211725,28.0,52,Andreas Seppi,ITA,🇮🇹,52
103794,31.77640257079685,111496.14937121703,29.0,53,Benjamin Becker,GER,🇩🇪,61
103720,10.500888869764452,36845.22410443667,13.0,54,Lleyton Hewitt,AUS,🇦🇺,34
104926,24.59953838815263,86314.1697829917,25.0,55,Fabio Fognini,ITA,🇮🇹,42
104593,26.546777274149186,93146.58692683924,24.0,56,Daniel Gimeno Traver,ESP,🇪🇸,43
104332,17.033006919570592,59764.93655989683,19.0,57,Philipp Petzschner,GER,🇩🇪,40
103582,30.714875582587,107771.4932722351,28.0,58,Michael Berrer,GER,🇩🇪,48
105062,15.46284589343724,54255.599626095565,9.0,59,Mikhail Kukushkin,KAZ,🇰🇿,25
103598,20.434255608122708,71699.14248464107,22.0,60,Xavier Malisse,BEL,🇧🇪,45
104731,20.60025385589083,72281.59247680996,18.0,61,Kevin Anderson,RSA,🇿🇦,32
103285,14.906133003844126,52302.221066119746,15.0,62,Radek Stepanek,CZE,🇨🇿,35
104655,20.132799894753163,70641.4031394848,22.0,63,Pablo Cuevas,URU,,43
105053,25.56752613383009,89710.61801343891,23.0,64,Santiago Giraldo,COL,🇨🇴,44
104898,13.176036741584149,46231.707865207536,11.0,65,Robin Haase,NED,🇳🇱,21
104122,4.169444221107632,14629.628845991694,3.0,66,Carlos Berlocq,ARG,🇦🇷,6
104735,5.28123800286368,18530.659659170804,8.0,67,Tobias Kamke,GER,🇩🇪,15
103602,10.013476837585388,35135.00644766802,9.0,68,Fernando Gonzalez,CHI,🇨🇱,24
103722,27.8820767238668,97831.8481539186,27.0,69,Florent Serra,FRA,🇫🇷,46
103997,25.732182236109733,90288.35872319208,24.0,70,Lukasz Kubot,POL,🇵🇱,41
104665,5.981158354123056,20986.52054078265,8.0,71,Pablo Andujar,ESP,🇪🇸,16
105137,8.803545532684316,30889.633448015145,14.0,72,Pere Riba,ESP,🇪🇸,20
103333,15.811124321241598,55477.62919733894,9.0,73,Ivo Karlovic,CRO,🇭🇷,26
104724,18.629630297639032,65367.12385136501,22.0,74,Eduardo Schwank,ARG,🇦🇷,38
104534,21.134802874400688,74157.2030680726,17.0,75,Dudi Sela,ISR,🇮🇱,36
103672,14.94913895647636,52453.1191455311,10.0,76,Ricardo Mello,BRA,🇧🇷,18
103105,4.873568688914792,17100.241013736115,4.0,77,Ruben Ramirez Hidalgo,ESP,🇪🇸,5
103096,20.878037335952936,73256.27135422078,24.0,78,Arnaud Clement,FRA,🇫🇷,40
104214,21.62322313533774,75870.95836960612,19.0,79,Igor Andreev,RUS,🇷🇺,36
104559,19.915669843032216,69879.54330888495,16.0,80,Teymuraz Gabashvili,RUS,🇷🇺,27
105011,23.99342831648454,84187.46777713875,21.0,81,Illya Marchenko,UKR,🇺🇦,40
104999,20.10769261334626,70553.30741525003,18.0,82,Mischa Zverev,GER,🇩🇪,32
105173,3.754552809442563,13173.869506816012,4.0,83,Adrian Mannarino,FRA,🇫🇷,6
102783,27.269072240464972,95680.95522970168,17.0,84,Rainer Schuettler,GER,🇩🇪,30
104314,1.4009937316101195,4915.767479333753,4.0,85,Brian Dabul,ARG,🇦🇷,9
104308,11.028924844144129,38697.98190927763,12.0,86,Michal Przysiezny,POL,🇵🇱,17
105575,4.058502928523444,14240.361152713838,3.0,87,Ricardas Berankis,LTU,🇱🇹,12
104471,12.586029469809263,44161.506911611454,7.0,88,Ivan Dodig,CRO,🇭🇷,15
105041,27.38752034928454,96096.56262906852,21.0,89,Lukas Lacko,SVK,🇸🇰,41
104947,15.817618334818356,55500.415209888975,8.0,90,Marsel Ilhan,TUR,🇹🇷,15
103835,4.983904504065826,17487.38422479237,6.0,91,Filippo Volandri,ITA,🇮🇹,10
104460,9.66785434644796,33922.295952448985,10.0,92,Dustin Brown,GER,🇩🇪,16
104349,1.821808965181841,6392.312158532776,2.0,93,Rui Machado,POR,🇵🇹,9
104919,16.225446406703817,56931.39090071517,19.0,94,Leonardo Mayer,ARG,🇦🇷,34
104225,17.66501488889893,61982.50838210151,20.0,95,Jan Hajek,CZE,🇨🇿,34
103228,13.266992982332829,46550.852569588875,10.0,96,Marcos Daniel,BRA,🇧🇷,13
103908,14.71839682929132,51643.497646636206,20.0,97,Paul Henri Mathieu,FRA,🇫🇷,32
105453,9.886826220084505,34690.61831608597,9.0,98,Kei Nishikori,JPN,🇯🇵,12
103188,25.03342106811423,87836.56515127796,23.0,99,Michael Russell,USA,🇺🇸,34
103857,,,,100,Igor Kunitsyn,RUS,🇷🇺,20
