player,co2,km,tournaments,rank,name,ioc,flag,matches
105777,26.37925229315238,92558.77997597327,20.0,48,Grigor Dimitrov,BUL,,43
104594,22.82820524768992,80098.96578136814,19.0,49,Marinko Matosevic,AUS,🇦🇺,36
105077,32.987269173363636,115744.8041170654,30.0,50,Albert Ramos,ESP,🇪🇸,56
105041,25.92957173256894,90980.95344761031,20.0,51,Lukas Lacko,SVK,🇸🇰,34
106071,24.10154227292132,84566.8149927064,26.0,52,Bernard Tomic,AUS,🇦🇺,53
103566,17.850041228111927,62631.72360741027,14.0,53,Michael Llodra,FRA,🇫🇷,26
104268,22.98012018556367,80632.00065110062,24.0,54,Alejandro Falla,COL,🇨🇴,39
104813,5.50740219502639,19324.21822816277,7.0,55,Grega Zemlja,SLO,,19
104898,27.042969098108088,94887.6108705547,28.0,56,Robin Haase,NED,🇳🇱,47
105053,17.263378869171074,60573.25919007395,20.0,57,Santiago Giraldo,COL,🇨🇴,42
103908,7.646197255056553,26828.76229844405,17.0,58,Paul Henri Mathieu,FRA,🇫🇷,31
104229,19.410113540067226,68105.66154409555,18.0,59,Yen Hsun Lu,TPE,,30
104424,22.626049772204414,79389.64832352428,18.0,60,Go Soeda,JPN,🇯🇵,34
104548,17.745949108213868,62266.48809899604,14.0,61,Brian Baker,USA,🇺🇸,24
103812,13.182079413120857,46252.91022147668,14.0,62,Victor Hanescu,ROU,🇷🇴,19
103598,20.613646233494837,72328.58327542046,24.0,63,Xavier Malisse,BEL,🇧🇪,45
103893,17.963361659381565,63029.33915572479,18.0,64,Paolo Lorenzi,ITA,🇮🇹,25
103794,22.224196164535375,77979.63566503642,14.0,65,Benjamin Becker,GER,🇩🇪,24
104122,27.906996984687765,97919.28766557112,30.0,66,Carlos Berlocq,ARG,🇦🇷,56
104180,22.009340403377227,77225.75580132361,21.0,67,Gilles Muller,LUX,🇱🇺,43
104997,14.09889720815573,49469.8147654587,11.0,68,Igor Sijsling,NED,🇳🇱,18
105992,21.38569704107657,75037.53347746163,22.0,69,Ryan Harrison,USA,🇺🇸,47
104593,14.29154918583624,50145.786616969264,13.0,70,Daniel Gimeno Traver,ESP,🇪🇸,18
104919,16.276248087277878,57109.642411501336,15.0,71,Leonardo Mayer,ARG,🇦🇷,28
104471,22.057513552651784,77394.78439526942,24.0,72,Ivan Dodig,CRO,🇭🇷,42
104586,20.72430975936528,72716.87634865014,18.0,73,Lukas Rosol,CZE,🇨🇿,37
103997,26.06076180141673,91441.26947865516,27.0,74,Lukasz Kubot,POL,🇵🇱,50
103451,15.390472084952968,54001.65643843147,15.0,75,Bjorn Phau,GER,🇩🇪,21
104198,29.40006780187539,103158.13263815928,25.0,76,Guillermo Garcia Lopez,ESP,🇪🇸,45
104792,19.48732639863023,68376.5838548429,10.0,77,Gael Monfils,FRA,🇫🇷,29
105723,3.842860536839499,13483.72118189298,6.0,78,Andrey Kuznetsov,RUS,🇷🇺,7
105147,17.756891884418508,62304.88380497722,14.0,79,Tatsuma Ito,JPN,🇯🇵,26
105138,16.741658241798167,58742.66049753743,11.0,80,Roberto Bautista Agut,ESP,🇪🇸,13
105539,2.836321700962922,9952.00596829095,5.0,81,Evgeny Donskoy,RUS,🇷🇺,4
103900,14.85097338825167,52108.67855526903,16.0,82,David Nalbandian,ARG,🇦🇷,38
103720,21.74089829033081,76283.85365028353,13.0,83,Lleyton Hewitt,AUS,🇦🇺,30
104620,5.759645208361064,20209.28143284584,11.0,84,Simone Bolelli,ITA,🇮🇹,19
104547,10.867204344088911,38130.54155820671,9.0,85,Horacio Zeballos,ARG,🇦🇷,12
105379,2.6976957896783977,9465.599262029466,5.0,86,Aljaz Bedene,SLO,,8
103188,14.612606835969943,51272.30468761383,11.0,87,Michael Russell,USA,🇺🇸,22
103835,22.377352140477537,78517.02505430715,21.0,88,Filippo Volandri,ITA,🇮🇹,32
105132,11.454179461274292,40190.10337289224,11.0,89,Jurgen Zopp,EST,🇪🇪,21
103694,25.350160086264747,88947.93012724472,23.0,90,Olivier Rochus,BEL,🇧🇪,33
103105,10.366615453631612,36374.089310988114,13.0,91,Ruben Ramirez Hidalgo,ESP,🇪🇸,15
105558,10.918087963382888,38309.0805732733,8.0,92,Guillaume Rufin,FRA,🇫🇷,10
104327,16.7119503214187,58638.42218041649,18.0,93,Steve Darcis,BEL,🇧🇪,40
104882,16.782593072488798,58886.29148241684,14.0,94,Blaz Kavcic,SLO,,21
104262,28.0766815535788,98514.67211782032,24.0,95,Flavio Cipolla,ITA,🇮🇹,40
103656,15.112044861637868,53024.71881276445,16.0,96,Albert Montanes,ESP,🇪🇸,23
104735,20.61719376765057,72341.0307636862,19.0,97,Tobias Kamke,GER,🇩🇪,24
104494,6.991190917026122,24530.494445705688,12.0,98,Adrian Ungur,ROU,🇷🇴,13
103333,,,,100,Ivo Karlovic,CRO,🇭🇷,33
