player,co2,km,tournaments,name,ioc,flag
102703,21.18521353204703,74334.08256858606,16.0,Hyung Taik Lee,KOR,🇰🇷
102905,22.322060292951303,78323.01857175895,24.0,Stefan Koubek,AUT,🇦🇹
103333,22.068401828596492,77432.98887226837,25.0,Ivo Karlovic,CRO,🇭🇷
102271,20.41123113078897,71618.35484487357,18.0,Hicham Arazi,MAR,🇲🇦
104068,18.906902805138124,66340.00984258989,25.0,Robby Ginepri,USA,🇺🇸
102765,16.182229470855194,56779.75252931647,9.0,Nicolas Escude,FRA,🇫🇷
103898,15.772107678901508,55340.72869790003,15.0,Julien Benneteau,FRA,🇫🇷
103694,23.370810349528092,82002.84333167752,22.0,Olivier Rochus,BEL,🇧🇪
104076,15.718871476389229,55153.9350048745,17.0,Jose Acasuso,ARG,🇦🇷
103252,22.197063545782537,77884.43349397377,26.0,Alberto Martin,ESP,🇪🇸
104180,12.82356840008183,44994.97684239239,8.0,Gilles Muller,LUX,🇱🇺
102035,26.43157998348197,92742.38590695428,25.0,Jonas Bjorkman,SWE,🇸🇪
103672,16.578651055364716,58170.70545742006,9.0,Ricardo Mello,BRA,🇧🇷
102358,23.96068519962101,84072.57964779298,20.0,Thomas Enqvist,SWE,🇸🇪
104338,10.5015377115542,36847.50074229544,12.0,Juan Monaco,ARG,🇦🇷
103176,24.74842015746883,86836.56195603097,27.0,David Sanchez,ESP,🇪🇸
102227,26.127597636044733,91675.78117910432,27.0,Sargis Sargsian,ARM,🇦🇲
103808,5.379706925030891,18876.164649231196,9.0,Potito Starace,ITA,🇮🇹
103813,24.320880645744943,85336.42331840332,17.0,Jarkko Nieminen,FIN,🇫🇮
103789,17.46956008597012,61296.70205603551,21.0,Irakli Labadze,GEO,🇬🇪
102179,21.360792444106455,74950.14892668932,22.0,Antony Dupuis,FRA,🇫🇷
104098,14.663183604570394,51449.76703358031,17.0,Dmitry Tursunov,RUS,🇷🇺
102231,5.634846105885447,19771.389845212092,7.0,Alex Calatrava,ESP,🇪🇸
103171,18.949764162487913,66490.40057013299,22.0,Raemon Sluiter,NED,🇳🇱
103401,13.214610337223911,46367.05381482074,12.0,Jan Hernych,CZE,🇨🇿
102202,21.97082347649473,77090.60868945517,19.0,Kenneth Carlsen,DEN,🇩🇰
103169,17.24803396673901,60519.41742715443,19.0,Oscar Hernandez,ESP,🇪🇸
102539,23.3629441292842,81975.24255889193,19.0,Bohdan Ulihrach,CZE,🇨🇿
104229,6.525727317500326,22897.28883333448,10.0,Yen Hsun Lu,TPE,
104259,11.74935378477621,41225.80275360073,10.0,Philipp Kohlschreiber,GER,🇩🇪
103193,0.014915710042416,52.33582471023167,2.0,Peter Wessels,NED,🇳🇱
102571,25.327540976302487,88868.5648291315,20.0,Gregory Carraz,FRA,🇫🇷
102344,15.368500640347255,53924.56365034125,15.0,Karol Kucera,SVK,🇸🇰
103812,15.068834308360993,52873.102836354374,24.0,Victor Hanescu,ROU,🇷🇴
103592,0.2643628477424513,927.5889394471976,4.0,Jerome Haehnel,FRA,🇫🇷
103240,4.784932777782396,16789.23781678034,3.0,Kevin Kim,USA,🇺🇸
102998,24.422230083830097,85692.03538185997,25.0,Jan Michael Gambill,USA,🇺🇸
103319,21.12413843543381,74119.78398397828,13.0,Jeff Morrison,USA,🇺🇸
103484,11.936895504982854,41883.84387713283,13.0,James Blake,USA,🇺🇸
103420,8.260481975393827,28984.1472820836,4.0,Michal Tabara,CZE,🇨🇿
103656,17.92152630103043,62882.54842466817,17.0,Albert Montanes,ESP,🇪🇸
102694,,,,Lars Burgsmuller,GER,🇩🇪
