player,co2,km,tournaments,rank,name,ioc,flag,matches
104559,11.773587924694002,41310.83482348772,12.0,65,Teymuraz Gabashvili,RUS,🇷🇺,26
104332,11.839603611121753,41542.46881095353,10.0,66,Philipp Petzschner,GER,🇩🇪,19
103720,13.295040301512795,46649.264215834366,10.0,67,Lleyton Hewitt,AUS,🇦🇺,31
103169,19.51935490791901,68488.96458918949,20.0,68,Oscar Hernandez,ESP,🇪🇸,40
103294,1.964766990861872,6893.919266182007,6.0,69,Christophe Rochus,BEL,🇧🇪,12
104035,21.21384128157471,74434.53081254284,19.0,70,Bobby Reynolds,USA,🇺🇸,32
103506,14.975866326268749,52546.89939041666,13.0,71,Martin Vassallo Arguello,ARG,🇦🇷,18
103808,17.676483946499452,62022.75068947176,23.0,72,Potito Starace,ITA,🇮🇹,44
103534,13.272782810316563,46571.16775549672,11.0,73,Nicolas Devilder,FRA,🇫🇷,15
103868,15.581797802797771,54672.97474665883,13.0,74,Ivan Navarro,ESP,🇪🇸,21
104871,6.196388715805342,21741.714792299448,9.0,75,Jeremy Chardy,FRA,🇫🇷,19
102434,14.26086995182826,50038.140181853545,18.0,76,Vincent Spadea,USA,🇺🇸,32
103454,14.469988639844678,50771.88996436729,12.0,77,Nicolas Massu,CHI,🇨🇱,21
103675,0.5344111175750123,1875.126728333376,2.0,78,Diego Junqueira,ARG,🇦🇷,3
103084,15.808214474596618,55467.41920911093,21.0,79,Guillermo Canas,ARG,🇦🇷,45
104999,23.444688816328387,82262.06602220486,22.0,80,Mischa Zverev,GER,🇩🇪,41
103401,7.160618936307802,25124.978723887023,8.0,81,Jan Hernych,CZE,🇨🇿,12
103163,18.39978228298019,64560.6395894042,15.0,82,Tommy Haas,GER,🇩🇪,33
103823,17.78803236514353,62414.1486496264,20.0,83,Denis Gremelmayr,GER,🇩🇪,36
104019,8.64046944475378,30317.43664825888,15.0,84,Kristof Vliegen,BEL,🇧🇪,25
105064,21.645484332130486,75949.0678320368,12.0,85,Thomaz Bellucci,BRA,🇧🇷,19
102839,19.32541926160616,67808.48863721457,18.0,86,Nicolas Lapentti,ECU,🇪🇨,35
103228,13.898500923626711,48766.66990746215,15.0,87,Marcos Daniel,BRA,🇧🇷,23
104926,17.81939735530301,62524.20124667723,17.0,88,Fabio Fognini,ITA,🇮🇹,34
104979,3.9733819749653554,13941.691140229315,4.0,89,Andrey Golubev,KAZ,🇰🇿,11
104593,3.9381741951916034,13818.15507084773,7.0,90,Daniel Gimeno Traver,ESP,🇪🇸,14
104056,14.88984524565502,52245.071037386035,12.0,91,Roko Karanusic,CRO,🇭🇷,20
104660,1.710711332605627,6002.495903879394,5.0,92,Sergiy Stakhovsky,UKR,🇺🇦,13
103096,17.82544547743097,62545.422727827936,17.0,93,Arnaud Clement,FRA,🇫🇷,28
103917,25.563070056214944,89694.98265338576,25.0,94,Nicolas Mahut,FRA,🇫🇷,42
104180,2.7182781374395995,9537.818026103858,5.0,95,Gilles Muller,LUX,🇱🇺,13
104589,19.0851989702404,66965.61042189614,17.0,96,Chris Guccione,AUS,🇦🇺,34
103470,13.185986425051668,46266.61903526902,9.0,97,Robert Kendrick,USA,🇺🇸,12
104571,10.892702782788133,38220.00976416888,11.0,98,Marcos Baghdatis,CYP,🇨🇾,26
104371,23.180967791155386,81336.72909177329,23.0,99,Ivo Minar,CZE,🇨🇿,37
103252,,,,100,Alberto Martin,ESP,🇪🇸,8
