player,co2,km,tournaments,name,ioc,flag
202103,22.24065568933015,78037.3883836146,21.0,Francisco Cerundolo,ARG,🇦🇷
200221,24.46770496605008,85851.59637210555,26.0,Alejandro Davidovich Fokina,ESP,🇪🇸
126205,19.624503681953943,68857.90765597875,26.0,Tommy Paul,USA,🇺🇸
200624,19.12528120956156,67106.24985811072,22.0,Sebastian Korda,USA,🇺🇸
202195,22.055633767940165,77388.1886594392,27.0,Maxime Cressy,USA,🇺🇸
122298,26.83348965743844,94152.59528925766,27.0,Botic Van De Zandschulp,NED,🇳🇱
106415,18.341478238227037,64356.06399377909,18.0,Yoshihito Nishioka,JPN,🇯🇵
122330,23.78637018847657,83460.94802974236,26.0,Alexander Bublik,KAZ,🇰🇿
124187,12.628618759361704,44310.94301530422,16.0,Reilly Opelka,USA,🇺🇸
105077,24.714939956764393,86719.08756759435,28.0,Albert Ramos,ESP,🇪🇸
200325,23.580309256505288,82737.92721580804,27.0,Emil Ruusuvuori,FIN,🇫🇮
104545,16.05795050221115,56343.685972670704,17.0,John Isner,USA,🇺🇸
207733,10.076069585395784,35354.63012419574,13.0,Jack Draper,GBR,🇬🇧
202104,25.52880922849749,89574.76922279822,27.0,Sebastian Baez,ARG,🇦🇷
126239,19.221840342835065,67445.053834509,19.0,Arthur Rinderknech,FRA,🇫🇷
132283,27.679991551736624,97122.77737451448,29.0,Lorenzo Sonego,ITA,🇮🇹
105173,24.29994371986771,85262.96042058847,26.0,Adrian Mannarino,FRA,🇫🇷
206909,21.989774655123927,77157.1040530664,25.0,Brandon Nakashima,USA,🇺🇸
202385,16.794196870024766,58927.006561490416,22.0,Jenson Brooksby,USA,🇺🇸
104918,21.536265649064475,75565.84438268238,19.0,Andy Murray,GBR,🇬🇧
144684,17.272263307770295,60604.43265884316,19.0,Alex Molcan,SVK,🇸🇰
144895,11.573868010870616,40610.06319603725,11.0,Corentin Moutet,FRA,🇫🇷
104792,12.665254050514388,44439.487896541716,8.0,Gael Monfils,FRA,🇫🇷
105676,26.2236493064947,92012.8045841919,25.0,David Goffin,BEL,🇧🇪
105936,18.996936477797256,66655.9174659553,17.0,Filip Krajinovic,SRB,🇷🇸
104926,24.83008096115188,87123.09109176099,24.0,Fabio Fognini,ITA,🇮🇹
144817,12.844180212139596,45067.29898996351,12.0,Marc Andrea Huesler,SUI,🇨🇭
106398,6.3766057569257795,22374.055287458876,6.0,Pedro Cachin,ARG,🇦🇷
144719,27.993222315383292,98221.83268555543,23.0,Jaume Munar,ESP,🇪🇸
106234,28.388138926363375,99607.5050047838,30.0,Aslan Karatsev,RUS,🇷🇺
126127,21.181640339092663,74321.54504944793,23.0,Benjamin Bonzi,FRA,🇫🇷
106218,20.204286744269027,70892.23419041769,27.0,Marcos Giron,USA,🇺🇸
124079,26.228131574447936,92028.5318401682,26.0,Pedro Martinez,ESP,🇪🇸
111456,27.131200734593616,95197.19555997764,27.0,Mackenzie Mcdonald,USA,🇺🇸
111460,8.8585030164584,31082.466724415437,11.0,Quentin Halys,FRA,🇫🇷
106005,4.882759125912235,17132.488161095564,4.0,Constant Lestienne,FRA,🇫🇷
200670,9.344551861787751,32787.90126943071,13.0,J J Wolf,USA,🇺🇸
123755,13.497333980288689,47359.06659750416,12.0,Daniel Elahi Galan,COL,🇨🇴
104755,19.42410446937455,68154.75252412123,19.0,Richard Gasquet,FRA,🇫🇷
144707,17.992012517694825,63129.86848313972,18.0,Mikael Ymer,SWE,🇸🇪
111513,22.184930103027117,77841.86001062146,24.0,Laslo Djere,SRB,🇷🇸
106329,22.566020383431415,79179.01888923305,18.0,Thiago Monteiro,BRA,🇧🇷
126523,22.606001714148164,79319.30426016901,16.0,Bernabe Zapata Miralles,ESP,🇪🇸
125802,17.187616015166892,60307.42461462068,21.0,Ilya Ivashka,BLR,🇧🇾
106148,21.663969295525288,76013.92735272032,18.0,Roberto Carballes Baena,ESP,🇪🇸
105948,19.185569404708826,67317.78738494327,18.0,Federico Coria,ARG,🇦🇷
106214,22.64516613887439,79456.7232942961,22.0,Oscar Otte,GER,🇩🇪
111794,22.595776498681463,79283.42631116304,15.0,Kamil Majchrzak,POL,🇵🇱
106331,11.533166541385247,40467.25102240438,11.0,Christopher Oconnell,AUS,🇦🇺
144869,20.207712392811302,70904.25400986423,14.0,Tomas Martin Etcheverry,ARG,🇦🇷
105583,21.307033386959414,74761.52065599794,21.0,Dusan Lajovic,SRB,🇷🇸
208103,18.458660628492048,64767.2302754107,17.0,Jiri Lehecka,CZE,🇨🇿
105311,22.064935445719534,77420.82612533169,21.0,Joao Sousa,POR,🇵🇹
126952,21.064399638822827,73910.17417130817,22.0,Soon Woo Kwon,KOR,🇰🇷
111442,14.22824519099914,49923.66733683909,16.0,Jordan Thompson,AUS,🇦🇺
106426,22.643611306908145,79451.26774353733,22.0,Cristian Garin,CHI,🇨🇱
200005,22.245221304162143,78053.40808477947,20.0,Ugo Humbert,FRA,🇫🇷
105916,20.20205623635046,70884.40784684375,18.0,Marton Fucsovics,HUN,🇭🇺
126128,6.629779421603189,23262.383935449783,6.0,Roman Safiullin,RUS,🇷🇺
105487,18.880492857309044,66247.3433589791,14.0,Facundo Bagnis,ARG,🇦🇷
106296,0.1930205597034441,677.2651217664705,3.0,Gregoire Barrere,FRA,🇫🇷
105932,26.9304377576859,94492.7640620558,28.0,Nikoloz Basilashvili,GEO,🇬🇪
106121,21.625412857222425,75878.64160428921,18.0,Taro Daniel,JPN,🇯🇵
106423,15.96135115927741,56004.74090974531,15.0,Thanasi Kokkinakis,AUS,🇦🇺
127157,17.734662272755315,62226.88516756252,21.0,Daniel Altmaier,GER,🇩🇪
134868,22.605259405637742,79316.6996689044,23.0,Tallon Griekspoor,NED,🇳🇱
210097,1.1053143707267743,3878.2960376378046,3.0,Ben Shelton,USA,🇺🇸
207830,7.64131846335415,26811.643731067183,4.0,Tomas Machac,CZE,🇨🇿
105577,3.5316337545487486,12391.697384381574,3.0,Vasek Pospisil,CAN,🇨🇦
111190,4.3010013881076565,15091.232940728622,4.0,Zhizhen Zhang,CHN,🇨🇳
126214,,,,Alejandro Tabilo,CHI,🇨🇱
