player,co2,km,tournaments,name,ioc,flag
103506,14.975866326268749,52546.89939041666,13.0,Martin Vassallo Arguello,ARG,🇦🇷
103808,17.676483946499452,62022.75068947176,23.0,Potito Starace,ITA,🇮🇹
103534,13.272782810316563,46571.16775549672,11.0,Nicolas Devilder,FRA,🇫🇷
103868,15.581797802797771,54672.97474665883,13.0,Ivan Navarro,ESP,🇪🇸
104871,6.196388715805342,21741.714792299448,9.0,Jeremy Chardy,FRA,🇫🇷
102434,14.26086995182826,50038.140181853545,18.0,Vincent Spadea,USA,🇺🇸
103454,14.469988639844678,50771.88996436729,12.0,Nicolas Massu,CHI,🇨🇱
103675,0.5344111175750123,1875.126728333376,2.0,Diego Junqueira,ARG,🇦🇷
103084,15.808214474596618,55467.41920911093,21.0,Guillermo Canas,ARG,🇦🇷
104999,23.444688816328387,82262.06602220486,22.0,Mischa Zverev,GER,🇩🇪
103401,7.160618936307802,25124.978723887023,8.0,Jan Hernych,CZE,🇨🇿
103163,18.39978228298019,64560.6395894042,15.0,Tommy Haas,GER,🇩🇪
103823,17.78803236514353,62414.1486496264,20.0,Denis Gremelmayr,GER,🇩🇪
104019,8.64046944475378,30317.43664825888,15.0,Kristof Vliegen,BEL,🇧🇪
105064,21.645484332130486,75949.0678320368,12.0,Thomaz Bellucci,BRA,🇧🇷
102839,19.32541926160616,67808.48863721457,18.0,Nicolas Lapentti,ECU,🇪🇨
103228,13.898500923626711,48766.66990746215,15.0,Marcos Daniel,BRA,🇧🇷
104926,17.81939735530301,62524.20124667723,17.0,Fabio Fognini,ITA,🇮🇹
104979,3.9733819749653554,13941.691140229315,4.0,Andrey Golubev,KAZ,🇰🇿
104593,3.9381741951916034,13818.15507084773,7.0,Daniel Gimeno Traver,ESP,🇪🇸
104056,14.88984524565502,52245.071037386035,12.0,Roko Karanusic,CRO,🇭🇷
104660,1.710711332605627,6002.495903879394,5.0,Sergiy Stakhovsky,UKR,🇺🇦
103096,17.82544547743097,62545.422727827936,17.0,Arnaud Clement,FRA,🇫🇷
103917,25.563070056214944,89694.98265338576,25.0,Nicolas Mahut,FRA,🇫🇷
104180,2.7182781374395995,9537.818026103858,5.0,Gilles Muller,LUX,🇱🇺
104589,19.0851989702404,66965.61042189614,17.0,Chris Guccione,AUS,🇦🇺
103470,13.185986425051668,46266.61903526902,9.0,Robert Kendrick,USA,🇺🇸
104571,10.892702782788133,38220.00976416888,11.0,Marcos Baghdatis,CYP,🇨🇾
104371,23.180967791155386,81336.72909177329,23.0,Ivo Minar,CZE,🇨🇿
103252,,,,Alberto Martin,ESP,🇪🇸
