player,co2,km,tournaments,name,ioc,flag
104792,17.372571335322625,60956.39065025481,18.0,Gael Monfils,FRA,🇫🇷
105138,31.50974273597335,110560.50082797663,29.0,Roberto Bautista Agut,ESP,🇪🇸
106058,14.991291738690528,52601.02364452817,19.0,Jack Sock,USA,🇺🇸
104198,30.99779420229477,108764.19018349044,27.0,Guillermo Garcia Lopez,ESP,🇪🇸
105777,26.591850286769365,93304.73784831358,22.0,Grigor Dimitrov,BUL,
104312,27.388346189368978,96099.46031357536,24.0,Andreas Seppi,ITA,🇮🇹
106401,20.175957925676293,70792.83482693438,18.0,Nick Kyrgios,AUS,🇦🇺
104871,29.08705648088447,102059.847301349,27.0,Jeremy Chardy,FRA,🇫🇷
105449,23.73677479270764,83286.92909721979,27.0,Steve Johnson,USA,🇺🇸
105311,29.37732500429449,103078.33334840172,31.0,Joao Sousa,POR,🇵🇹
104259,22.31872421660252,78311.31304071064,23.0,Philipp Kohlschreiber,GER,🇩🇪
104919,23.51007519957668,82491.49192833924,23.0,Leonardo Mayer,ARG,🇦🇷
105238,21.325353932771247,74825.80327288159,26.0,Alexandr Dolgopolov,UKR,🇺🇦
105064,26.125452558788663,91668.25459224092,28.0,Thomaz Bellucci,BRA,🇧🇷
104180,28.886532687572977,101356.25504411572,24.0,Gilles Muller,LUX,🇱🇺
105577,27.50524649510192,96509.636824919,22.0,Vasek Pospisil,CAN,🇨🇦
104655,24.08475462473413,84507.91096397943,26.0,Pablo Cuevas,URU,
106210,27.72711185396625,97288.1117683026,29.0,Jiri Vesely,CZE,🇨🇿
103990,19.474897944397185,68332.9752434989,20.0,Tommy Robredo,ESP,🇪🇸
105373,24.692272246741897,86639.551742954,28.0,Martin Klizan,SVK,🇸🇰
106432,29.474232817472316,103418.3607630608,27.0,Borna Coric,CRO,🇭🇷
105379,19.207416311628712,67394.44319869722,17.0,Aljaz Bedene,SLO,
104571,26.19192928813899,91901.50627417192,19.0,Marcos Baghdatis,CYP,🇨🇾
105173,27.985492873928845,98194.71183834683,30.0,Adrian Mannarino,FRA,🇫🇷
105385,22.293849262650323,78224.03250052746,22.0,Donald Young,USA,🇺🇸
104269,32.396509272432304,113671.9623594116,26.0,Fernando Verdasco,ESP,🇪🇸
104559,22.894031833193296,80329.93625681858,21.0,Teymuraz Gabashvili,RUS,🇷🇺
111202,10.172511254388835,35693.02194522399,9.0,Hyeon Chung,KOR,🇰🇷
105643,17.178515265198435,60275.49215859099,18.0,Federico Delbonis,ARG,🇦🇷
104338,17.119430991784817,60068.17891854322,19.0,Juan Monaco,ARG,🇦🇷
105077,21.083784009887015,73978.18950837551,23.0,Albert Ramos,ESP,🇪🇸
104586,29.541649483913435,103654.91046987168,28.0,Lukas Rosol,CZE,🇨🇿
103607,18.954920655657055,66508.49352862124,20.0,Victor Estrella,DOM,🇩🇴
105668,18.44050773243688,64703.53590328733,22.0,Jerzy Janowicz,POL,🇵🇱
104620,28.895499901758967,101387.71895354024,25.0,Simone Bolelli,ITA,🇮🇹
105023,20.712458657217443,72675.2935340963,24.0,Sam Querrey,USA,🇺🇸
105032,20.86252545178413,73201.84369047065,21.0,Sam Groth,AUS,🇦🇺
104797,28.160258981159345,98807.92624968191,24.0,Denis Istomin,UZB,🇺🇿
104660,24.03880531115499,84346.68530229822,25.0,Sergiy Stakhovsky,UKR,🇺🇦
104890,25.97556547955915,91142.33501599704,26.0,Andreas Haider Maurer,AUT,🇦🇹
104665,19.171950511559363,67270.00179494514,22.0,Pablo Andujar,ESP,🇪🇸
105062,21.08460525369613,73981.07106560047,23.0,Mikhail Kukushkin,KAZ,🇰🇿
104898,21.09868938175766,74030.4890587988,20.0,Robin Haase,NED,🇳🇱
105807,21.935648882864307,76967.18906268179,25.0,Pablo Carreno Busta,ESP,🇪🇸
103893,20.506151984045413,71951.4104703348,18.0,Paolo Lorenzi,ITA,🇮🇹
106045,15.610814963238164,54774.78934469531,14.0,Denis Kudla,USA,🇺🇸
105053,25.802159795088144,90533.89401785316,26.0,Santiago Giraldo,COL,🇨🇴
103917,5.393853622777387,18925.802185183817,11.0,Nicolas Mahut,FRA,🇫🇷
104597,17.035927292523102,59775.1834825372,20.0,Nicolas Almagro,ESP,🇪🇸
105550,2.4075733361208593,8447.625740774947,4.0,Guido Pella,ARG,🇦🇷
105583,18.71698444008616,65673.62961433738,21.0,Dusan Lajovic,SRB,🇷🇸
104229,21.694521210484893,76121.12705433294,22.0,Yen Hsun Lu,TPE,
106298,17.41657300010242,61110.78245649971,14.0,Lucas Pouille,FRA,🇫🇷
105723,12.070854153009432,42353.87422108573,12.0,Andrey Kuznetsov,RUS,🇷🇺
106423,16.029477150796907,56243.77947648038,17.0,Thanasi Kokkinakis,AUS,🇦🇺
105208,25.830955924656376,90634.93306896974,24.0,Ernests Gulbis,LAT,
106000,8.37319759625222,29379.640688604275,9.0,Damir Dzumhur,BIH,🇧🇦
100644,18.013639093765338,63205.751206194174,17.0,Alexander Zverev,GER,🇩🇪
104719,20.84306307533964,73133.55465031452,21.0,Marcel Granollers,ESP,🇪🇸
105575,21.999716759260625,77191.98862898466,18.0,Ricardas Berankis,LTU,🇱🇹
104327,10.280395374698308,36071.56271823967,11.0,Steve Darcis,BEL,🇧🇪
104471,17.58818100970225,61712.91582351667,11.0,Ivan Dodig,CRO,🇭🇷
106043,15.753345445566357,55274.89630023284,20.0,Diego Schwartzman,ARG,🇦🇷
104330,9.864646177183833,34612.7936041538,7.0,Rajeev Ram,USA,🇺🇸
106065,3.0954315873822744,10861.163464499208,4.0,Marco Cecchinato,ITA,🇮🇹
105539,8.375666499977987,29388.303508694687,5.0,Evgeny Donskoy,RUS,🇷🇺
105357,15.641652315606947,54882.990581077014,9.0,John Millman,AUS,🇦🇺
105011,8.83794653476605,31010.338718477375,7.0,Illya Marchenko,UKR,🇺🇦
103908,11.03291972673902,38711.99904118954,12.0,Paul Henri Mathieu,FRA,🇫🇷
106121,1.67527315470899,5878.151420031544,5.0,Taro Daniel,JPN,🇯🇵
103794,25.157599242863007,88272.27804513335,21.0,Benjamin Becker,GER,🇩🇪
104593,14.284147938190264,50119.817326983386,18.0,Daniel Gimeno Traver,ESP,🇪🇸
105217,9.055659026418638,31774.242197960135,5.0,Thiemo De Bakker,NED,🇳🇱
104534,,,,Dudi Sela,ISR,🇮🇱
