player,co2,km,tournaments,name,ioc,flag
102783,30.686544977901377,107672.0876417592,29.0,Rainer Schuettler,GER,🇩🇪
102765,14.845969551657737,52091.12123388679,18.0,Nicolas Escude,FRA,🇫🇷
102148,23.275305723833444,81667.73938187172,26.0,Fabrice Santoro,FRA,🇫🇷
103908,12.48627892017686,43811.50498307669,15.0,Paul Henri Mathieu,FRA,🇫🇷
102856,16.658923028018776,58452.361501820254,15.0,Gustavo Kuerten,BRA,🇧🇷
103096,20.378166428605606,71502.33834598458,24.0,Arnaud Clement,FRA,🇫🇷
101965,18.2155069125675,63914.0593423421,18.0,Wayne Ferreira,RSA,🇿🇦
103813,18.680284214566026,65544.85689321412,25.0,Jarkko Nieminen,FIN,🇫🇮
104076,14.979845102009929,52560.86000705239,19.0,Jose Acasuso,ARG,🇦🇷
102998,33.550218038445884,117720.06329279258,27.0,Jan Michael Gambill,USA,🇺🇸
103018,29.031933323928744,101866.4327155394,27.0,Max Mirnyi,BLR,🇧🇾
102358,21.059179943076224,73891.85944939025,19.0,Thomas Enqvist,SWE,🇸🇪
103909,15.821158761355052,55512.83775914052,16.0,Guillermo Coria,ARG,🇦🇷
102106,21.7316859439077,76251.52962774633,23.0,Davide Sanguinetti,ITA,🇮🇹
101774,14.373643279845046,50433.83606963173,15.0,Todd Martin,USA,🇺🇸
102035,19.86770178001973,69711.23431585867,22.0,Jonas Bjorkman,SWE,🇸🇪
103344,29.578334356928696,103783.62932255682,27.0,Ivan Ljubicic,CRO,🇭🇷
102860,22.562005153274967,79164.93036236831,23.0,Agustin Calleri,ARG,🇦🇷
103103,30.172302982590587,105867.72976347576,27.0,Dominik Hrbaty,SVK,🇸🇰
101885,31.60568535840087,110897.14160842408,23.0,Wayne Arthurs,AUS,🇦🇺
103151,26.71005240441966,93719.48212077076,29.0,Mariano Zabaleta,ARG,🇦🇷
102905,30.508583785730757,107047.66240607282,31.0,Stefan Koubek,AUT,🇦🇹
102456,19.52469719749512,68507.70946489516,25.0,Felix Mantilla,ESP,🇪🇸
103454,22.534551901668,79068.6031637474,19.0,Nicolas Massu,CHI,🇨🇱
103758,20.69549628507909,72615.77643887403,18.0,Taylor Dent,USA,🇺🇸
102950,20.999813238938128,73683.55522434428,28.0,Fernando Vicente,ESP,🇪🇸
103970,8.538414329034037,29959.34852292644,8.0,David Ferrer,ESP,🇪🇸
103176,18.410447359227536,64598.06090957031,23.0,David Sanchez,ESP,🇪🇸
103252,21.2086940881145,74416.47048461226,24.0,Alberto Martin,ESP,🇪🇸
103852,17.868608595077028,62696.87226342817,17.0,Feliciano Lopez,ESP,🇪🇸
103285,14.302874537102948,50185.52469158929,14.0,Radek Stepanek,CZE,🇨🇿
103694,21.99375658710612,77171.07574423199,22.0,Olivier Rochus,BEL,🇧🇪
102202,23.31161701361485,81795.14741619246,15.0,Kenneth Carlsen,DEN,🇩🇰
102987,21.891095531080207,76810.86151256213,23.0,Andre Sa,BRA,🇧🇷
102434,23.465954026628708,82336.68079518844,18.0,Vincent Spadea,USA,🇺🇸
102437,22.908012844915447,80378.9924382998,21.0,Adrian Voinea,ROU,🇷🇴
103356,21.78883726467267,76452.06057779884,27.0,Michel Kratochvil,SUI,🇨🇭
102179,25.242372568999677,88569.72831227958,23.0,Antony Dupuis,FRA,🇫🇷
103171,17.08635482087297,59952.12217850162,15.0,Raemon Sluiter,NED,🇳🇱
103017,24.19330219012202,84888.77961446322,25.0,Nicolas Kiefer,GER,🇩🇪
103166,7.970737014659598,27967.498297051217,7.0,Vladimir Voltchkov,BLR,🇧🇾
101897,23.1044483183913,81068.23971365367,23.0,Fernando Meligeni,BRA,🇧🇷
102539,22.58320584183139,79239.31874326803,26.0,Bohdan Ulihrach,CZE,🇨🇿
102694,28.997940965512452,101747.16128249984,24.0,Lars Burgsmuller,GER,🇩🇪
102369,22.097491029194895,77535.0562427891,25.0,Julien Boutter,FRA,🇫🇷
103656,19.18357346582087,67310.78409059954,24.0,Albert Montanes,ESP,🇪🇸
102644,17.505191442529963,61421.72435975427,22.0,Franco Squillari,ARG,🇦🇷
102882,14.30303190645301,50186.0768647474,14.0,Mark Philippoussis,AUS,🇦🇺
103786,28.563094467603356,100221.38409685384,24.0,Nikolay Davydenko,RUS,🇷🇺
103709,27.11695044038346,95147.19452766124,22.0,Kristian Pless,DEN,🇩🇰
102344,18.771685244140656,65865.56226014266,16.0,Karol Kucera,SVK,🇸🇰
103888,15.644648111716194,54893.5021463726,11.0,Mardy Fish,USA,🇺🇸
103632,11.432293025131946,40113.30886011209,8.0,Luis Horna,PER,🇵🇪
103280,18.742031772591645,65761.51499154964,11.0,Martin Verkerk,NED,🇳🇱
102703,18.199027415110884,63856.23654424871,15.0,Hyung Taik Lee,KOR,🇰🇷
102287,18.985310335211633,66615.1239831987,23.0,Albert Portas,ESP,🇪🇸
104339,11.1656437676468,39177.69743033964,7.0,Mario Ancic,CRO,🇭🇷
102271,16.87846102654259,59222.67026857049,21.0,Hicham Arazi,MAR,🇲🇦
103781,12.860389848100173,45124.17490561464,10.0,Jurgen Melzer,AUT,🇦🇹
103581,17.785565418709982,62405.49269722801,16.0,Flavio Saretta,BRA,🇧🇷
103789,20.425675402887325,71669.03650135903,20.0,Irakli Labadze,GEO,🇬🇪
102722,20.97294908369166,73589.29503049704,22.0,Attila Savolt,HUN,🇭🇺
101868,8.373407809710127,29380.378279684657,6.0,Dick Norman,BEL,🇧🇪
103319,11.655831821383751,40897.6555136272,13.0,Jeff Morrison,USA,🇺🇸
103324,9.321328936311016,32706.41732038953,6.0,Arnaud Di Pasquale,FRA,🇫🇷
102259,19.86478116889326,69700.9865575202,13.0,Jerome Golmard,FRA,🇫🇷
104068,,,,Robby Ginepri,USA,🇺🇸
