player,co2,km,tournaments,name,ioc,flag
104548,17.745949108213868,62266.48809899604,14.0,Brian Baker,USA,🇺🇸
103812,13.182079413120857,46252.91022147668,14.0,Victor Hanescu,ROU,🇷🇴
103598,20.613646233494837,72328.58327542046,24.0,Xavier Malisse,BEL,🇧🇪
103893,17.963361659381565,63029.33915572479,18.0,Paolo Lorenzi,ITA,🇮🇹
103794,22.224196164535375,77979.63566503642,14.0,Benjamin Becker,GER,🇩🇪
104122,27.906996984687765,97919.28766557112,30.0,Carlos Berlocq,ARG,🇦🇷
104180,22.009340403377227,77225.75580132361,21.0,Gilles Muller,LUX,🇱🇺
104997,14.09889720815573,49469.8147654587,11.0,Igor Sijsling,NED,🇳🇱
105992,21.38569704107657,75037.53347746163,22.0,Ryan Harrison,USA,🇺🇸
104593,14.29154918583624,50145.786616969264,13.0,Daniel Gimeno Traver,ESP,🇪🇸
104919,16.276248087277878,57109.642411501336,15.0,Leonardo Mayer,ARG,🇦🇷
104471,22.057513552651784,77394.78439526942,24.0,Ivan Dodig,CRO,🇭🇷
104586,20.72430975936528,72716.87634865014,18.0,Lukas Rosol,CZE,🇨🇿
103997,26.06076180141673,91441.26947865516,27.0,Lukasz Kubot,POL,🇵🇱
103451,15.390472084952968,54001.65643843147,15.0,Bjorn Phau,GER,🇩🇪
104198,29.40006780187539,103158.13263815928,25.0,Guillermo Garcia Lopez,ESP,🇪🇸
104792,19.48732639863023,68376.5838548429,10.0,Gael Monfils,FRA,🇫🇷
105723,3.842860536839499,13483.72118189298,6.0,Andrey Kuznetsov,RUS,🇷🇺
105147,17.756891884418508,62304.88380497722,14.0,Tatsuma Ito,JPN,🇯🇵
105138,16.741658241798167,58742.66049753743,11.0,Roberto Bautista Agut,ESP,🇪🇸
105539,2.836321700962922,9952.00596829095,5.0,Evgeny Donskoy,RUS,🇷🇺
103900,14.85097338825167,52108.67855526903,16.0,David Nalbandian,ARG,🇦🇷
103720,21.74089829033081,76283.85365028353,13.0,Lleyton Hewitt,AUS,🇦🇺
104620,5.759645208361064,20209.28143284584,11.0,Simone Bolelli,ITA,🇮🇹
104547,10.867204344088911,38130.54155820671,9.0,Horacio Zeballos,ARG,🇦🇷
105379,2.6976957896783977,9465.599262029466,5.0,Aljaz Bedene,SLO,
103188,14.612606835969943,51272.30468761383,11.0,Michael Russell,USA,🇺🇸
103835,22.377352140477537,78517.02505430715,21.0,Filippo Volandri,ITA,🇮🇹
105132,11.454179461274292,40190.10337289224,11.0,Jurgen Zopp,EST,🇪🇪
103694,25.350160086264747,88947.93012724472,23.0,Olivier Rochus,BEL,🇧🇪
103105,10.366615453631612,36374.089310988114,13.0,Ruben Ramirez Hidalgo,ESP,🇪🇸
105558,10.918087963382888,38309.0805732733,8.0,Guillaume Rufin,FRA,🇫🇷
104327,16.7119503214187,58638.42218041649,18.0,Steve Darcis,BEL,🇧🇪
104882,16.782593072488798,58886.29148241684,14.0,Blaz Kavcic,SLO,
104262,28.0766815535788,98514.67211782032,24.0,Flavio Cipolla,ITA,🇮🇹
103656,15.112044861637868,53024.71881276445,16.0,Albert Montanes,ESP,🇪🇸
104735,20.61719376765057,72341.0307636862,19.0,Tobias Kamke,GER,🇩🇪
104494,6.991190917026122,24530.494445705688,12.0,Adrian Ungur,ROU,🇷🇴
103333,,,,Ivo Karlovic,CRO,🇭🇷
