player,co2,km,tournaments,name,ioc,flag
104797,31.90091552403552,111933.03692644044,29.0,Denis Istomin,UZB,🇺🇿
104468,20.08067670082286,70458.51473972933,18.0,Gilles Simon,FRA,🇫🇷
104719,19.540893428782496,68564.53834660523,22.0,Marcel Granollers,ESP,🇪🇸
105217,27.44788540327811,96308.36983606358,23.0,Thiemo De Bakker,NED,🇳🇱
103898,18.671029095019303,65512.38278954141,19.0,Julien Benneteau,FRA,🇫🇷
104871,23.464145928552135,82330.33659141102,29.0,Jeremy Chardy,FRA,🇫🇷
104660,30.112333429401563,105657.31027860196,26.0,Sergiy Stakhovsky,UKR,🇺🇦
103808,23.677470874589805,83078.8451739993,25.0,Potito Starace,ITA,🇮🇹
105238,19.627873722610975,68869.7323600385,23.0,Alexandr Dolgopolov,UKR,🇺🇦
104386,28.5659655493186,100231.45806778457,22.0,Janko Tipsarevic,SRB,🇷🇸
103990,25.098352115036153,88064.39338609179,23.0,Tommy Robredo,ESP,🇪🇸
103812,19.808442087887304,69503.30557153441,24.0,Victor Hanescu,ROU,🇷🇴
104312,29.689982733453405,104175.37801211725,28.0,Andreas Seppi,ITA,🇮🇹
103794,31.77640257079685,111496.14937121703,29.0,Benjamin Becker,GER,🇩🇪
103720,10.500888869764452,36845.22410443667,13.0,Lleyton Hewitt,AUS,🇦🇺
104926,24.59953838815263,86314.1697829917,25.0,Fabio Fognini,ITA,🇮🇹
104593,26.546777274149186,93146.58692683924,24.0,Daniel Gimeno Traver,ESP,🇪🇸
104332,17.033006919570592,59764.93655989683,19.0,Philipp Petzschner,GER,🇩🇪
103582,30.714875582587,107771.4932722351,28.0,Michael Berrer,GER,🇩🇪
105062,15.46284589343724,54255.599626095565,9.0,Mikhail Kukushkin,KAZ,🇰🇿
103598,20.434255608122708,71699.14248464107,22.0,Xavier Malisse,BEL,🇧🇪
104731,20.60025385589083,72281.59247680996,18.0,Kevin Anderson,RSA,🇿🇦
103285,14.906133003844126,52302.221066119746,15.0,Radek Stepanek,CZE,🇨🇿
104655,20.132799894753163,70641.4031394848,22.0,Pablo Cuevas,URU,
105053,25.56752613383009,89710.61801343891,23.0,Santiago Giraldo,COL,🇨🇴
104898,13.176036741584149,46231.707865207536,11.0,Robin Haase,NED,🇳🇱
104122,4.169444221107632,14629.628845991694,3.0,Carlos Berlocq,ARG,🇦🇷
104735,5.28123800286368,18530.659659170804,8.0,Tobias Kamke,GER,🇩🇪
103602,10.013476837585388,35135.00644766802,9.0,Fernando Gonzalez,CHI,🇨🇱
103722,27.8820767238668,97831.8481539186,27.0,Florent Serra,FRA,🇫🇷
103997,25.732182236109733,90288.35872319208,24.0,Lukasz Kubot,POL,🇵🇱
104665,5.981158354123056,20986.52054078265,8.0,Pablo Andujar,ESP,🇪🇸
105137,8.803545532684316,30889.633448015145,14.0,Pere Riba,ESP,🇪🇸
103333,15.811124321241598,55477.62919733894,9.0,Ivo Karlovic,CRO,🇭🇷
104724,18.629630297639032,65367.12385136501,22.0,Eduardo Schwank,ARG,🇦🇷
104534,21.134802874400688,74157.2030680726,17.0,Dudi Sela,ISR,🇮🇱
103672,14.94913895647636,52453.1191455311,10.0,Ricardo Mello,BRA,🇧🇷
103105,4.873568688914792,17100.241013736115,4.0,Ruben Ramirez Hidalgo,ESP,🇪🇸
103096,20.878037335952936,73256.27135422078,24.0,Arnaud Clement,FRA,🇫🇷
104214,21.62322313533774,75870.95836960612,19.0,Igor Andreev,RUS,🇷🇺
104559,19.915669843032216,69879.54330888495,16.0,Teymuraz Gabashvili,RUS,🇷🇺
105011,23.99342831648454,84187.46777713875,21.0,Illya Marchenko,UKR,🇺🇦
104999,20.10769261334626,70553.30741525003,18.0,Mischa Zverev,GER,🇩🇪
105173,3.754552809442563,13173.869506816012,4.0,Adrian Mannarino,FRA,🇫🇷
102783,27.269072240464972,95680.95522970168,17.0,Rainer Schuettler,GER,🇩🇪
104314,1.4009937316101195,4915.767479333753,4.0,Brian Dabul,ARG,🇦🇷
104308,11.028924844144129,38697.98190927763,12.0,Michal Przysiezny,POL,🇵🇱
105575,4.058502928523444,14240.361152713838,3.0,Ricardas Berankis,LTU,🇱🇹
104471,12.586029469809263,44161.506911611454,7.0,Ivan Dodig,CRO,🇭🇷
105041,27.38752034928454,96096.56262906852,21.0,Lukas Lacko,SVK,🇸🇰
104947,15.817618334818356,55500.415209888975,8.0,Marsel Ilhan,TUR,🇹🇷
103835,4.983904504065826,17487.38422479237,6.0,Filippo Volandri,ITA,🇮🇹
104460,9.66785434644796,33922.295952448985,10.0,Dustin Brown,GER,🇩🇪
104349,1.821808965181841,6392.312158532776,2.0,Rui Machado,POR,🇵🇹
104919,16.225446406703817,56931.39090071517,19.0,Leonardo Mayer,ARG,🇦🇷
104225,17.66501488889893,61982.50838210151,20.0,Jan Hajek,CZE,🇨🇿
103228,13.266992982332829,46550.852569588875,10.0,Marcos Daniel,BRA,🇧🇷
103908,14.71839682929132,51643.497646636206,20.0,Paul Henri Mathieu,FRA,🇫🇷
105453,9.886826220084505,34690.61831608597,9.0,Kei Nishikori,JPN,🇯🇵
103188,25.03342106811423,87836.56515127796,23.0,Michael Russell,USA,🇺🇸
103857,,,,Igor Kunitsyn,RUS,🇷🇺
